x,y
329,185
330,184
333,184
334,183
335,183
337,181
337,180
338,179
338,172
343,167
344,167
346,165
348,165
349,164
350,164
351,163
352,163
353,162
362,162
363,161
366,161
367,160
371,160
372,159
375,159
376,158
379,158
380,157
384,157
385,156
387,156
388,155
389,155
390,154
392,154
393,153
394,153
399,148
400,148
402,146
404,146
405,145
407,145
408,144
420,144
421,143
427,143
428,142
429,142
432,139
433,139
434,138
435,138
436,137
450,137
459,146
450,137
452,135
454,135
455,134
462,134
463,133
470,133
471,132
476,132
477,131
513,131
514,132
514,141
513,142
513,145
512,146
512,147
512,146
513,145
513,142
514,141
514,131
515,130
517,130
518,129
523,129
524,128
535,128
536,127
541,127
542,126
555,126
556,125
565,125
566,124
569,124
570,125
572,125
573,126
575,126
576,127
579,127
580,128
635,128
636,129
650,129
651,128
658,128
659,129
660,129
661,128
662,128
663,129
664,129
665,128
668,128
669,129
673,129
674,128
675,128
676,129
677,129
681,133
681,134
684,137
684,138
685,139
686,139
687,140
688,140
689,141
692,141
693,142
696,142
697,143
698,143
699,144
700,144
701,145
703,145
704,146
717,146
718,147
720,147
721,148
732,148
733,149
736,149
737,150
740,150
741,151
742,151
743,152
744,152
745,153
749,153
750,154
752,154
753,155
758,155
759,156
762,156
763,157
765,157
766,158
768,158
769,159
770,159
771,160
773,160
774,161
775,161
776,162
777,162
780,165
780,170
781,171
781,182
782,183
782,184
784,186
784,187
785,188
785,189
791,195
791,196
790,197
790,204
789,205
789,236
788,237
788,241
787,242
787,245
786,246
786,249
785,250
785,253
784,254
784,256
783,257
783,258
782,259
779,259
778,260
777,260
776,261
775,261
774,262
773,262
772,263
769,263
768,264
767,264
766,265
764,265
763,266
760,266
759,267
758,267
757,268
755,268
754,269
753,269
752,270
751,270
748,273
747,273
746,274
745,274
746,274
747,273
748,273
751,270
752,270
753,269
754,269
755,268
757,268
758,267
759,267
760,266
763,266
764,265
766,265
767,264
768,264
769,263
772,263
773,262
774,262
775,261
776,261
777,260
778,260
779,259
783,259
784,260
784,261
785,262
785,263
786,264
786,265
787,266
787,267
788,268
788,269
789,270
790,270
792,272
795,272
797,274
797,275
799,277
799,278
800,279
800,280
802,282
802,283
806,287
807,287
808,288
812,288
813,289
824,289
825,290
834,290
835,291
845,291
846,292
859,292
860,291
862,291
863,290
866,290
868,288
868,287
869,286
869,285
873,281
875,281
876,280
885,280
886,279
897,279
898,278
923,278
924,277
931,277
932,276
941,276
942,275
958,275
959,276
960,276
961,277
963,277
964,278
972,278
973,277
1017,277
1018,276
1019,277
1045,277
1046,278
1052,278
1053,279
1059,279
1060,280
1068,280
1069,281
1079,281
1080,282
1093,282
1094,283
1098,283
1099,284
1131,284
1132,285
1136,285
1137,286
1144,286
1145,287
1147,287
1148,288
1149,288
1150,289
1152,289
1153,290
1154,290
1158,294
1159,294
1161,296
1170,296
1171,297
1174,297
1175,298
1177,298
1178,299
1179,299
1180,300
1181,300
1183,302
1184,302
1185,303
1187,303
1188,304
1188,305
1189,306
1189,307
1190,308
1190,309
1191,310
1191,311
1192,312
1192,313
1193,314
1193,316
1194,317
1194,320
1195,321
1195,330
1196,331
1196,333
1197,334
1197,335
1198,336
1198,337
1200,339
1200,340
1204,344
1205,344
1207,346
1208,346
1211,349
1213,349
1217,353
1217,354
1220,357
1220,358
1221,359
1221,360
1222,361
1222,363
1223,364
1223,366
1226,369
1226,370
1229,373
1229,377
1230,378
1230,380
1231,381
1231,382
1236,387
1236,388
1237,389
1237,395
1238,396
1238,399
1223,414
1223,415
1220,418
1220,419
1219,420
1219,421
1215,425
1211,425
1210,424
1206,424
1205,423
1204,423
1203,422
1201,422
1203,422
1204,423
1205,423
1206,424
1210,424
1211,425
1215,425
1219,421
1219,420
1220,419
1220,418
1223,415
1223,414
1237,400
1239,400
1241,402
1242,402
1245,405
1246,405
1247,406
1249,406
1250,407
1253,407
1254,408
1255,408
1256,409
1257,409
1259,411
1260,411
1261,412
1262,412
1263,413
1264,413
1265,414
1267,414
1268,415
1273,415
1274,416
1278,416
1279,417
1280,417
1281,418
1282,418
1283,419
1285,419
1286,420
1287,420
1288,421
1290,421
1291,422
1292,422
1294,424
1294,425
1297,428
1297,429
1299,431
1300,431
1301,432
1302,432
1303,433
1304,433
1305,434
1310,434
1311,435
1314,435
1315,436
1316,436
1315,436
1314,435
1311,435
1310,434
1305,434
1304,433
1303,433
1302,432
1301,432
1300,431
1299,431
1297,429
1297,428
1294,425
1294,424
1292,422
1291,422
1290,421
1288,421
1287,420
1286,420
1285,419
1283,419
1282,418
1281,418
1280,417
1279,417
1278,416
1274,416
1273,415
1268,415
1267,414
1265,414
1264,413
1263,413
1262,412
1261,412
1260,411
1259,411
1257,409
1256,409
1255,408
1254,408
1253,407
1250,407
1249,406
1247,406
1246,405
1245,405
1242,402
1241,402
1238,399
1238,396
1237,395
1237,389
1236,388
1236,387
1231,382
1231,381
1230,380
1230,378
1229,377
1229,373
1226,370
1226,369
1223,366
1223,364
1222,363
1222,361
1221,360
1221,359
1220,358
1220,357
1217,354
1217,353
1213,349
1211,349
1208,346
1207,346
1205,344
1204,344
1200,340
1200,339
1198,337
1198,336
1197,335
1197,334
1196,333
1196,331
1195,330
1195,321
1194,320
1194,317
1193,316
1193,314
1192,313
1192,312
1191,311
1191,310
1190,309
1190,308
1189,307
1189,306
1188,305
1188,304
1187,303
1197,293
1198,293
1199,292
1201,292
1202,291
1205,291
1206,290
1213,290
1214,289
1215,289
1220,284
1225,284
1220,284
1215,289
1214,289
1213,290
1206,290
1205,291
1202,291
1201,292
1199,292
1198,293
1197,293
1187,303
1185,303
1184,302
1183,302
1181,300
1180,300
1179,299
1178,299
1177,298
1175,298
1174,297
1171,297
1170,296
1161,296
1159,294
1158,294
1154,290
1153,290
1152,289
1150,289
1149,288
1148,288
1147,287
1145,287
1144,286
1137,286
1136,285
1132,285
1131,284
1099,284
1098,283
1094,283
1093,282
1080,282
1079,281
1069,281
1068,280
1060,280
1059,279
1053,279
1052,278
1046,278
1045,277
1019,277
1018,276
1017,277
973,277
972,278
964,278
963,277
961,277
960,276
959,276
958,275
942,275
941,276
932,276
931,277
924,277
923,278
898,278
897,279
886,279
885,280
876,280
875,281
873,281
871,279
871,278
869,276
869,275
867,273
867,272
866,271
866,270
865,269
865,267
864,266
864,264
850,250
848,250
847,249
841,249
840,248
839,248
838,249
824,249
823,250
820,250
819,251
818,251
797,272
792,272
790,270
789,270
788,269
788,268
787,267
787,266
786,265
786,264
785,263
785,262
784,261
784,260
783,259
783,257
784,256
784,254
785,253
785,250
786,249
786,246
787,245
787,242
788,241
788,237
789,236
789,205
790,204
790,197
791,196
791,195
792,194
793,194
794,193
795,193
796,192
798,192
799,191
801,191
802,190
803,190
805,188
806,188
814,180
815,180
814,180
806,188
805,188
803,190
802,190
801,191
799,191
798,192
796,192
795,193
794,193
793,194
792,194
791,195
785,189
785,188
784,187
784,186
782,184
782,183
781,182
781,171
780,170
780,165
777,162
776,162
775,161
774,161
773,160
771,160
770,159
769,159
768,158
766,158
765,157
763,157
762,156
759,156
758,155
753,155
752,154
750,154
749,153
745,153
744,152
743,152
742,151
741,151
740,150
737,150
736,149
733,149
732,148
721,148
720,147
718,147
717,146
704,146
703,145
701,145
700,144
699,144
698,143
697,143
696,142
693,142
692,141
689,141
688,140
687,140
686,139
685,139
684,138
684,137
681,134
681,133
677,129
677,128
688,117
676,129
675,128
674,128
673,129
669,129
668,128
665,128
664,129
663,129
662,128
661,128
660,129
659,129
658,128
651,128
650,129
636,129
635,128
580,128
579,127
576,127
575,126
573,126
572,125
570,125
569,124
569,123
571,121
571,118
1407,0
1407,2
1408,3
1408,5
1408,3
1407,2
